year,cowcode,country,xpers
1961,482,Central African Republic,.65780306
1962,482,Central African Republic,.65780306
1963,482,Central African Republic,.65780306
1964,482,Central African Republic,.65780306
1965,482,Central African Republic,.65780306
1966,482,Central African Republic,.87193984
1967,482,Central African Republic,.87193984
1968,482,Central African Republic,.87193984
1969,482,Central African Republic,.87193984
1970,482,Central African Republic,.87193984
1971,482,Central African Republic,.87193984
1972,482,Central African Republic,.87193984
1973,482,Central African Republic,.87193984
1974,482,Central African Republic,.87193984
1975,482,Central African Republic,.87193984
1976,482,Central African Republic,.87193984
1977,482,Central African Republic,.87193984
1978,482,Central African Republic,.87193984
1979,482,Central African Republic,.87193984
1980,482,Central African Republic,.27689362
1981,482,Central African Republic,.4168767
1982,482,Central African Republic,.49566168
1983,482,Central African Republic,.58450258
1984,482,Central African Republic,.58450258
1985,482,Central African Republic,.58450258
1986,482,Central African Republic,.58450258
1987,482,Central African Republic,.66232759
1988,482,Central African Republic,.66232759
1989,482,Central African Republic,.66232759
1990,482,Central African Republic,.66232759
1991,482,Central African Republic,.66232759
1992,482,Central African Republic,.66232759
1993,482,Central African Republic,.66232759
2004,482,Central African Republic,.3440176
2005,482,Central African Republic,.3440176
2006,482,Central African Republic,.57964879
2007,482,Central African Republic,.66232759
2008,482,Central African Republic,.66232759
2009,482,Central African Republic,.66232759
2010,482,Central African Republic,.66232759
1961,483,Chad,.53154832
1962,483,Chad,.53154832
1963,483,Chad,.53154832
1964,483,Chad,.53154832
1965,483,Chad,.65780306
1966,483,Chad,.74885744
1967,483,Chad,.74885744
1968,483,Chad,.74885744
1969,483,Chad,.74885744
1970,483,Chad,.74885744
1971,483,Chad,.74885744
1972,483,Chad,.74885744
1973,483,Chad,.87193984
1974,483,Chad,.87193984
1975,483,Chad,.87193984
1976,483,Chad,.13625468
1977,483,Chad,.13625468
1978,483,Chad,.13625468
1979,483,Chad,.13625468
1983,483,Chad,.58450258
1984,483,Chad,.58450258
1985,483,Chad,1
1986,483,Chad,1
1987,483,Chad,1
1988,483,Chad,1
1989,483,Chad,1
1990,483,Chad,1
1991,483,Chad,.71786338
1992,483,Chad,.71786338
1993,483,Chad,.71786338
1994,483,Chad,.71786338
1995,483,Chad,.71786338
1996,483,Chad,.71786338
1997,483,Chad,.71786338
1998,483,Chad,.71786338
1999,483,Chad,.71786338
2000,483,Chad,.71786338
2001,483,Chad,.71786338
2002,483,Chad,.71786338
2003,483,Chad,.71786338
2004,483,Chad,.71786338
2005,483,Chad,.71786338
2006,483,Chad,.71786338
2007,483,Chad,.87193984
2008,483,Chad,.87193984
2009,483,Chad,.87193984
2010,483,Chad,.87193984
1961,484,Congo,.24923688
1962,484,Congo,.35681182
1963,484,Congo,.35681182
1964,484,Congo,0
1965,484,Congo,0
1966,484,Congo,0
1967,484,Congo,.15219994
1968,484,Congo,.15219994
1969,484,Congo,0
1970,484,Congo,.12917839
1971,484,Congo,.2330227
1972,484,Congo,.74673671
1973,484,Congo,.88737601
1974,484,Congo,.88737601
1975,484,Congo,.88737601
1976,484,Congo,.88737601
1977,484,Congo,.88737601
1978,484,Congo,0
1979,484,Congo,0
1980,484,Congo,.3587645
1981,484,Congo,.3587645
1982,484,Congo,.3587645
1983,484,Congo,.3587645
1984,484,Congo,.3587645
1985,484,Congo,.78157246
1986,484,Congo,.78157246
1987,484,Congo,.78157246
1988,484,Congo,.78157246
1989,484,Congo,.78157246
1990,484,Congo,.78157246
1991,484,Congo,.78157246
1998,484,Congo,.71786338
1999,484,Congo,.71786338
2000,484,Congo,.71786338
2001,484,Congo,.71786338
2002,484,Congo,.63022017
2003,484,Congo,.63022017
2004,484,Congo,.63022017
2005,484,Congo,.63022017
2006,484,Congo,.63022017
2007,484,Congo,.63022017
2008,484,Congo,.63022017
2009,484,Congo,.63022017
2010,484,Congo,.63022017
1961,490,Democratic Republic of the Congo,.11412159
1962,490,Democratic Republic of the Congo,.11412159
1963,490,Democratic Republic of the Congo,.11412159
1964,490,Democratic Republic of the Congo,.11412159
1965,490,Democratic Republic of the Congo,.11412159
1966,490,Democratic Republic of the Congo,.41961691
1967,490,Democratic Republic of the Congo,.41961691
1968,490,Democratic Republic of the Congo,.74297053
1969,490,Democratic Republic of the Congo,.74297053
1970,490,Democratic Republic of the Congo,.74297053
1971,490,Democratic Republic of the Congo,.74297053
1972,490,Democratic Republic of the Congo,.74297053
1973,490,Democratic Republic of the Congo,.74297053
1974,490,Democratic Republic of the Congo,.74297053
1975,490,Democratic Republic of the Congo,.8481093
1976,490,Democratic Republic of the Congo,1
1977,490,Democratic Republic of the Congo,1
1978,490,Democratic Republic of the Congo,.80163735
1979,490,Democratic Republic of the Congo,.80163735
1980,490,Democratic Republic of the Congo,.80163735
1981,490,Democratic Republic of the Congo,.80163735
1982,490,Democratic Republic of the Congo,.80163735
1983,490,Democratic Republic of the Congo,1
1984,490,Democratic Republic of the Congo,1
1985,490,Democratic Republic of the Congo,1
1986,490,Democratic Republic of the Congo,1
1987,490,Democratic Republic of the Congo,1
1988,490,Democratic Republic of the Congo,1
1989,490,Democratic Republic of the Congo,1
1990,490,Democratic Republic of the Congo,1
1991,490,Democratic Republic of the Congo,1
1992,490,Democratic Republic of the Congo,1
1993,490,Democratic Republic of the Congo,1
1994,490,Democratic Republic of the Congo,1
1995,490,Democratic Republic of the Congo,1
1996,490,Democratic Republic of the Congo,1
1997,490,Democratic Republic of the Congo,1
1998,490,Democratic Republic of the Congo,.58450258
1999,490,Democratic Republic of the Congo,.58450258
2000,490,Democratic Republic of the Congo,.58450258
2001,490,Democratic Republic of the Congo,.5064351
2002,490,Democratic Republic of the Congo,.5064351
2003,490,Democratic Republic of the Congo,.57964879
2004,490,Democratic Republic of the Congo,.57964879
2005,490,Democratic Republic of the Congo,.57964879
2006,490,Democratic Republic of the Congo,.57964879
2007,490,Democratic Republic of the Congo,.57964879
2008,490,Democratic Republic of the Congo,.57964879
2009,490,Democratic Republic of the Congo,.57964879
2010,490,Democratic Republic of the Congo,.7122426
1967,500,Uganda,.63022017
1968,500,Uganda,.63022017
1969,500,Uganda,.63022017
1970,500,Uganda,.63022017
1971,500,Uganda,.63022017
1972,500,Uganda,.58450258
1973,500,Uganda,.58450258
1974,500,Uganda,.58450258
1975,500,Uganda,.58450258
1976,500,Uganda,.58450258
1977,500,Uganda,.58450258
1978,500,Uganda,.58450258
1979,500,Uganda,.58450258
1981,500,Uganda,.52077049
1982,500,Uganda,.52077049
1983,500,Uganda,.52077049
1984,500,Uganda,.52077049
1985,500,Uganda,.58450258
1987,500,Uganda,.33389109
1988,500,Uganda,.33389109
1989,500,Uganda,.43382025
1990,500,Uganda,.43382025
1991,500,Uganda,.43382025
1992,500,Uganda,.43382025
1993,500,Uganda,.43382025
1994,500,Uganda,.49566168
1995,500,Uganda,.49566168
1996,500,Uganda,.49566168
1997,500,Uganda,.49566168
1998,500,Uganda,.49566168
1999,500,Uganda,.49566168
2000,500,Uganda,.49566168
2001,500,Uganda,.49566168
2002,500,Uganda,.49566168
2003,500,Uganda,.49566168
2004,500,Uganda,.74885744
2005,500,Uganda,.74885744
2006,500,Uganda,.74885744
2007,500,Uganda,.74885744
2008,500,Uganda,.74885744
2009,500,Uganda,.74885744
2010,500,Uganda,.74885744
1964,501,Kenya,.4332054
1965,501,Kenya,.53154832
1966,501,Kenya,.53154832
1967,501,Kenya,.53154832
1968,501,Kenya,.53154832
1969,501,Kenya,.53154832
1970,501,Kenya,.53154832
1971,501,Kenya,.53154832
1972,501,Kenya,.53154832
1973,501,Kenya,.53154832
1974,501,Kenya,.53154832
1975,501,Kenya,.53154832
1976,501,Kenya,.53154832
1977,501,Kenya,.53154832
1978,501,Kenya,.53154832
1979,501,Kenya,.4332054
1980,501,Kenya,.4332054
1981,501,Kenya,.4332054
1982,501,Kenya,.4332054
1983,501,Kenya,.53154832
1984,501,Kenya,.53154832
1985,501,Kenya,.53154832
1986,501,Kenya,.53154832
1987,501,Kenya,.53154832
1988,501,Kenya,.53154832
1989,501,Kenya,.53154832
1990,501,Kenya,.53154832
1991,501,Kenya,.53154832
1992,501,Kenya,.53154832
1993,501,Kenya,.53154832
1994,501,Kenya,.61088324
1995,501,Kenya,.61088324
1996,501,Kenya,.61088324
1997,501,Kenya,.61088324
1998,501,Kenya,.61088324
1999,501,Kenya,.61088324
2000,501,Kenya,.61088324
2001,501,Kenya,.49566168
2002,501,Kenya,.49566168
1965,510,Tanzania,.35681182
1966,510,Tanzania,.35681182
1967,510,Tanzania,.35681182
1968,510,Tanzania,.35681182
1969,510,Tanzania,.35681182
1970,510,Tanzania,.35681182
1971,510,Tanzania,.35681182
1972,510,Tanzania,.4692907
1973,510,Tanzania,.4692907
1974,510,Tanzania,.4692907
1975,510,Tanzania,.4692907
1976,510,Tanzania,.4692907
1977,510,Tanzania,.4692907
1978,510,Tanzania,.59037942
1979,510,Tanzania,.59037942
1980,510,Tanzania,.59037942
1981,510,Tanzania,.59037942
1982,510,Tanzania,.59037942
1983,510,Tanzania,.59037942
1984,510,Tanzania,.59037942
1985,510,Tanzania,.59037942
1986,510,Tanzania,.42708981
1987,510,Tanzania,.42708981
1988,510,Tanzania,.42708981
1989,510,Tanzania,.42708981
1990,510,Tanzania,.42708981
1991,510,Tanzania,.42708981
1992,510,Tanzania,.42708981
1993,510,Tanzania,.42708981
1994,510,Tanzania,.42708981
1995,510,Tanzania,.42708981
1996,510,Tanzania,.16828956
1997,510,Tanzania,.16828956
1998,510,Tanzania,.16828956
1999,510,Tanzania,.16828956
2000,510,Tanzania,.16828956
2001,510,Tanzania,.16828956
2002,510,Tanzania,.16828956
2003,510,Tanzania,.16828956
2004,510,Tanzania,.16828956
2005,510,Tanzania,.16828956
2006,510,Tanzania,.16828956
2007,510,Tanzania,.16828956
2008,510,Tanzania,.16828956
2009,510,Tanzania,.16828956
2010,510,Tanzania,.16828956
1963,516,Burundi,.35681182
1964,516,Burundi,.35681182
1965,516,Burundi,.35681182
1966,516,Burundi,.52077049
1967,516,Burundi,.52077049
1968,516,Burundi,.52077049
1969,516,Burundi,.52077049
1970,516,Burundi,.52077049
1971,516,Burundi,.52077049
1972,516,Burundi,.42258447
1973,516,Burundi,.42258447
1974,516,Burundi,.42258447
1975,516,Burundi,.42258447
1976,516,Burundi,.42258447
1977,516,Burundi,.5418188
1978,516,Burundi,.5418188
1979,516,Burundi,.5418188
1980,516,Burundi,.5418188
1981,516,Burundi,.5418188
1982,516,Burundi,.5418188
1983,516,Burundi,.5418188
1984,516,Burundi,.5418188
1985,516,Burundi,.5418188
1986,516,Burundi,.5418188
1987,516,Burundi,.5418188
1988,516,Burundi,.24923688
1989,516,Burundi,.37804279
1990,516,Burundi,.37804279
1991,516,Burundi,.37804279
1992,516,Burundi,.37804279
1993,516,Burundi,.5418188
1997,516,Burundi,.42258447
1998,516,Burundi,.42258447
1999,516,Burundi,.42258447
2000,516,Burundi,.42258447
2001,516,Burundi,.42258447
2002,516,Burundi,.42258447
2003,516,Burundi,.42258447
1963,517,Rwanda,.48998526
1964,517,Rwanda,.56739014
1965,517,Rwanda,.56739014
1966,517,Rwanda,.56739014
1967,517,Rwanda,.56739014
1968,517,Rwanda,.56739014
1969,517,Rwanda,.56739014
1970,517,Rwanda,.56739014
1971,517,Rwanda,.56739014
1972,517,Rwanda,.56739014
1973,517,Rwanda,.56739014
1974,517,Rwanda,.33389109
1975,517,Rwanda,.33389109
1976,517,Rwanda,.40719575
1977,517,Rwanda,.52619201
1978,517,Rwanda,.64394385
1979,517,Rwanda,.64394385
1980,517,Rwanda,.64394385
1981,517,Rwanda,.88737601
1982,517,Rwanda,.88737601
1983,517,Rwanda,.88737601
1984,517,Rwanda,.88737601
1985,517,Rwanda,.88737601
1986,517,Rwanda,.88737601
1987,517,Rwanda,.88737601
1988,517,Rwanda,.88737601
1989,517,Rwanda,.88737601
1990,517,Rwanda,.88737601
1991,517,Rwanda,.88737601
1992,517,Rwanda,.88737601
1993,517,Rwanda,.88737601
1994,517,Rwanda,.72964936
1995,517,Rwanda,.43382025
1996,517,Rwanda,.43382025
1997,517,Rwanda,.43382025
1998,517,Rwanda,.43382025
1999,517,Rwanda,.54604667
2000,517,Rwanda,.54604667
2001,517,Rwanda,.54604667
2002,517,Rwanda,.54604667
2003,517,Rwanda,.54604667
2004,517,Rwanda,.63801968
2005,517,Rwanda,.63801968
2006,517,Rwanda,.63801968
2007,517,Rwanda,.63801968
2008,517,Rwanda,.63801968
2009,517,Rwanda,.63801968
2010,517,Rwanda,.63801968
1970,520,Somalia,.35681182
1971,520,Somalia,.44452095
1972,520,Somalia,.44452095
1973,520,Somalia,.5064351
1974,520,Somalia,.5064351
1975,520,Somalia,.5064351
1976,520,Somalia,.5064351
1977,520,Somalia,.7122426
1978,520,Somalia,.7122426
1979,520,Somalia,.7122426
1980,520,Somalia,.81165028
1981,520,Somalia,1
1982,520,Somalia,1
1983,520,Somalia,1
1984,520,Somalia,1
1985,520,Somalia,1
1986,520,Somalia,1
1987,520,Somalia,1
1988,520,Somalia,1
1989,520,Somalia,1
1990,520,Somalia,1
1991,520,Somalia,1
1946,530,Ethiopia,.58450258
1947,530,Ethiopia,.58450258
1948,530,Ethiopia,.58450258
1949,530,Ethiopia,.58450258
1950,530,Ethiopia,.58450258
1951,530,Ethiopia,.58450258
1952,530,Ethiopia,.58450258
1953,530,Ethiopia,.58450258
1954,530,Ethiopia,.58450258
1955,530,Ethiopia,.58450258
1956,530,Ethiopia,.58450258
1957,530,Ethiopia,.58450258
1958,530,Ethiopia,.58450258
1959,530,Ethiopia,.58450258
1960,530,Ethiopia,.58450258
1961,530,Ethiopia,.58450258
1962,530,Ethiopia,.58450258
1963,530,Ethiopia,.58450258
1964,530,Ethiopia,.58450258
1965,530,Ethiopia,.58450258
1966,530,Ethiopia,.58450258
1967,530,Ethiopia,.58450258
1968,530,Ethiopia,.58450258
1969,530,Ethiopia,.58450258
1970,530,Ethiopia,.58450258
1971,530,Ethiopia,.58450258
1972,530,Ethiopia,.58450258
1973,530,Ethiopia,.58450258
1974,530,Ethiopia,.58450258
1975,530,Ethiopia,.15219994
1976,530,Ethiopia,.23441873
1977,530,Ethiopia,.23441873
1978,530,Ethiopia,.58450258
1979,530,Ethiopia,.58450258
1980,530,Ethiopia,1
1981,530,Ethiopia,1
1982,530,Ethiopia,1
1983,530,Ethiopia,1
1984,530,Ethiopia,1
1985,530,Ethiopia,1
1986,530,Ethiopia,1
1987,530,Ethiopia,1
1988,530,Ethiopia,1
1989,530,Ethiopia,1
1990,530,Ethiopia,1
1991,530,Ethiopia,1
1992,530,Ethiopia,.16828956
1993,530,Ethiopia,.16828956
1994,530,Ethiopia,.16828956
1995,530,Ethiopia,.16828956
1996,530,Ethiopia,.16828956
1997,530,Ethiopia,.16828956
1998,530,Ethiopia,.16828956
1999,530,Ethiopia,.16828956
2000,530,Ethiopia,.16828956
2001,530,Ethiopia,.16828956
2002,530,Ethiopia,.3587645
2003,530,Ethiopia,.3587645
2004,530,Ethiopia,.3587645
2005,530,Ethiopia,.3587645
2006,530,Ethiopia,.3587645
2007,530,Ethiopia,.3587645
2008,530,Ethiopia,.3587645
2009,530,Ethiopia,.3587645
2010,530,Ethiopia,.3587645
1994,531,Eritrea,.53154832
1995,531,Eritrea,.53154832
1996,531,Eritrea,.53154832
1997,531,Eritrea,.53154832
1998,531,Eritrea,.53154832
1999,531,Eritrea,.53154832
2000,531,Eritrea,.61088324
2001,531,Eritrea,.49566168
2002,531,Eritrea,.87193984
2003,531,Eritrea,.87193984
2004,531,Eritrea,.87193984
2005,531,Eritrea,.87193984
2006,531,Eritrea,.87193984
2007,531,Eritrea,.87193984
2008,531,Eritrea,.87193984
2009,531,Eritrea,.87193984
2010,531,Eritrea,.87193984
1976,540,Angola,0
1977,540,Angola,0
1978,540,Angola,.34513891
1979,540,Angola,.44452095
1980,540,Angola,0
1981,540,Angola,0
1982,540,Angola,0
1983,540,Angola,.16828956
1984,540,Angola,.16828956
1985,540,Angola,.16828956
1986,540,Angola,.47639054
1987,540,Angola,.47639054
1988,540,Angola,.47639054
1989,540,Angola,.47639054
1990,540,Angola,.47639054
1991,540,Angola,.47639054
1992,540,Angola,.47639054
1993,540,Angola,.47639054
1994,540,Angola,.47639054
1995,540,Angola,.47639054
1996,540,Angola,.47639054
1997,540,Angola,.47639054
1998,540,Angola,.47639054
1999,540,Angola,.47639054
2000,540,Angola,.47639054
2001,540,Angola,.47639054
2002,540,Angola,.47639054
2003,540,Angola,.53879076
2004,540,Angola,.53879076
2005,540,Angola,.53879076
2006,540,Angola,.53879076
2007,540,Angola,.63022017
2008,540,Angola,.63022017
2009,540,Angola,.63022017
2010,540,Angola,.63022017
1976,541,Mozambique,.16828956
1977,541,Mozambique,.16828956
1978,541,Mozambique,.16828956
1979,541,Mozambique,.16828956
1980,541,Mozambique,.16828956
1981,541,Mozambique,.16828956
1982,541,Mozambique,.16828956
1983,541,Mozambique,.16828956
1984,541,Mozambique,.16828956
1985,541,Mozambique,.2646189
1986,541,Mozambique,.2646189
1987,541,Mozambique,0
1988,541,Mozambique,0
1989,541,Mozambique,0
1990,541,Mozambique,0
1991,541,Mozambique,0
1992,541,Mozambique,0
1993,541,Mozambique,0
1994,541,Mozambique,0
1995,541,Mozambique,0
1996,541,Mozambique,0
1997,541,Mozambique,0
1998,541,Mozambique,0
1999,541,Mozambique,0
2000,541,Mozambique,0
2001,541,Mozambique,0
2002,541,Mozambique,0
2003,541,Mozambique,0
2004,541,Mozambique,0
2005,541,Mozambique,0
2006,541,Mozambique,0
2007,541,Mozambique,0
2008,541,Mozambique,0
2009,541,Mozambique,0
2010,541,Mozambique,0
1968,551,Zambia,.24923688
1969,551,Zambia,.24923688
1970,551,Zambia,.48998526
1971,551,Zambia,.48998526
1972,551,Zambia,.48998526
1973,551,Zambia,.48998526
1974,551,Zambia,.59037942
1975,551,Zambia,.59037942
1976,551,Zambia,.59037942
1977,551,Zambia,.59037942
1978,551,Zambia,.59037942
1979,551,Zambia,.59037942
1980,551,Zambia,.59037942
1981,551,Zambia,.59037942
1982,551,Zambia,.59037942
1983,551,Zambia,.59037942
1984,551,Zambia,.59037942
1985,551,Zambia,.59037942
1986,551,Zambia,.59037942
1987,551,Zambia,.59037942
1988,551,Zambia,.59037942
1989,551,Zambia,.59037942
1990,551,Zambia,.59037942
1991,551,Zambia,.59037942
1997,551,Zambia,.35681182
1998,551,Zambia,.44452095
1999,551,Zambia,.44452095
2000,551,Zambia,.44452095
2001,551,Zambia,.44452095
2002,551,Zambia,0
2003,551,Zambia,0
2004,551,Zambia,0
2005,551,Zambia,0
2006,551,Zambia,0
2007,551,Zambia,0
2008,551,Zambia,0
2009,551,Zambia,0
2010,551,Zambia,0
1981,552,Zimbabwe,.31220365
1982,552,Zimbabwe,.46409616
1983,552,Zimbabwe,.54072142
1984,552,Zimbabwe,.54072142
1985,552,Zimbabwe,.54072142
1986,552,Zimbabwe,.54072142
1987,552,Zimbabwe,.47827995
1988,552,Zimbabwe,.3587645
1989,552,Zimbabwe,.3587645
1990,552,Zimbabwe,.3587645
1991,552,Zimbabwe,.27689362
1992,552,Zimbabwe,.27689362
1993,552,Zimbabwe,.27689362
1994,552,Zimbabwe,.27689362
1995,552,Zimbabwe,.27689362
1996,552,Zimbabwe,.27689362
1997,552,Zimbabwe,.27689362
1998,552,Zimbabwe,.27689362
1999,552,Zimbabwe,.27689362
2000,552,Zimbabwe,.27689362
2001,552,Zimbabwe,.3440176
2002,552,Zimbabwe,.3440176
2003,552,Zimbabwe,.3440176
2004,552,Zimbabwe,.3440176
2005,552,Zimbabwe,.3440176
2006,552,Zimbabwe,.3440176
2007,552,Zimbabwe,.3440176
2008,552,Zimbabwe,.3440176
2009,552,Zimbabwe,.3440176
2010,552,Zimbabwe,.3440176
1965,553,Malawi,.65780306
1966,553,Malawi,.65780306
1967,553,Malawi,.65780306
1968,553,Malawi,.65780306
1969,553,Malawi,.65780306
1970,553,Malawi,.65780306
1971,553,Malawi,.65780306
1972,553,Malawi,.65780306
1973,553,Malawi,.65780306
1974,553,Malawi,.65780306
1975,553,Malawi,.76271528
1976,553,Malawi,.76271528
1977,553,Malawi,.76271528
1978,553,Malawi,.76271528
1979,553,Malawi,.76271528
1980,553,Malawi,.76271528
1981,553,Malawi,.76271528
1982,553,Malawi,.76271528
1983,553,Malawi,.76271528
1984,553,Malawi,.76271528
1985,553,Malawi,.76271528
1986,553,Malawi,.76271528
1987,553,Malawi,.76271528
1988,553,Malawi,.76271528
1989,553,Malawi,.76271528
1990,553,Malawi,.76271528
1991,553,Malawi,.76271528
1992,553,Malawi,.76271528
1993,553,Malawi,.76271528
1994,553,Malawi,.35681182
1946,560,South Africa,0
1947,560,South Africa,0
1948,560,South Africa,0
1949,560,South Africa,.12917839
1950,560,South Africa,.12917839
1951,560,South Africa,.12917839
1952,560,South Africa,.12917839
1953,560,South Africa,.12917839
1954,560,South Africa,.12917839
1955,560,South Africa,0
1956,560,South Africa,0
1957,560,South Africa,0
1958,560,South Africa,0
1959,560,South Africa,0
1960,560,South Africa,0
1961,560,South Africa,0
1962,560,South Africa,0
1963,560,South Africa,0
1964,560,South Africa,0
1965,560,South Africa,0
1966,560,South Africa,0
1967,560,South Africa,.16828956
1968,560,South Africa,.16828956
1969,560,South Africa,.16828956
1970,560,South Africa,.16828956
1971,560,South Africa,.16828956
1972,560,South Africa,.16828956
1973,560,South Africa,.16828956
1974,560,South Africa,.16828956
1975,560,South Africa,.16828956
1976,560,South Africa,.16828956
1977,560,South Africa,.16828956
1978,560,South Africa,.16828956
1979,560,South Africa,0
1980,560,South Africa,0
1981,560,South Africa,0
1982,560,South Africa,0
1983,560,South Africa,0
1984,560,South Africa,0
1985,560,South Africa,0
1986,560,South Africa,0
1987,560,South Africa,0
1988,560,South Africa,0
1989,560,South Africa,0
1990,560,South Africa,0
1991,560,South Africa,0
1992,560,South Africa,0
1993,560,South Africa,0
1994,560,South Africa,0
1991,565,Namibia,.31878942
1992,565,Namibia,.31878942
1993,565,Namibia,.31878942
1994,565,Namibia,.31878942
1995,565,Namibia,.31878942
1996,565,Namibia,.31878942
1997,565,Namibia,.31878942
1998,565,Namibia,.31878942
1999,565,Namibia,.31878942
2000,565,Namibia,.31878942
2001,565,Namibia,.31878942
2002,565,Namibia,.31878942
2003,565,Namibia,.31878942
2004,565,Namibia,.31878942
2005,565,Namibia,.31878942
2006,565,Namibia,0
2007,565,Namibia,0
2008,565,Namibia,0
2009,565,Namibia,0
2010,565,Namibia,0
1971,570,Lesotho,.16828956
1972,570,Lesotho,.16828956
1973,570,Lesotho,.16828956
1974,570,Lesotho,.16828956
1975,570,Lesotho,.16828956
1976,570,Lesotho,.16828956
1977,570,Lesotho,.16828956
1978,570,Lesotho,.16828956
1979,570,Lesotho,.16828956
1980,570,Lesotho,.16828956
1981,570,Lesotho,.16828956
1982,570,Lesotho,.16828956
1983,570,Lesotho,.16828956
1984,570,Lesotho,.16828956
1985,570,Lesotho,.16828956
1986,570,Lesotho,.16828956
1987,570,Lesotho,.16828956
1988,570,Lesotho,.16828956
1989,570,Lesotho,.16828956
1990,570,Lesotho,.16828956
1991,570,Lesotho,.16828956
1992,570,Lesotho,.16828956
1993,570,Lesotho,.16828956
1967,571,Botswana,.48998526
1968,571,Botswana,.48998526
1969,571,Botswana,.48998526
1970,571,Botswana,.48998526
1971,571,Botswana,.48998526
1972,571,Botswana,.48998526
1973,571,Botswana,.48998526
1974,571,Botswana,.48998526
1975,571,Botswana,.48998526
1976,571,Botswana,.48998526
1977,571,Botswana,.48998526
1978,571,Botswana,.48998526
1979,571,Botswana,.48998526
1980,571,Botswana,.48998526
1981,571,Botswana,.48998526
1982,571,Botswana,.48998526
1983,571,Botswana,.48998526
1984,571,Botswana,.48998526
1985,571,Botswana,.48998526
1986,571,Botswana,.48998526
1987,571,Botswana,.48998526
1988,571,Botswana,.48998526
1989,571,Botswana,.48998526
1990,571,Botswana,.48998526
1991,571,Botswana,.48998526
1992,571,Botswana,.48998526
1993,571,Botswana,.48998526
1994,571,Botswana,.48998526
1995,571,Botswana,.48998526
1996,571,Botswana,.48998526
1997,571,Botswana,.48998526
1998,571,Botswana,.48998526
1999,571,Botswana,.48998526
2000,571,Botswana,.48998526
2001,571,Botswana,.48998526
2002,571,Botswana,.48998526
2003,571,Botswana,.48998526
2004,571,Botswana,.48998526
2005,571,Botswana,.48998526
2006,571,Botswana,.48998526
2007,571,Botswana,.48998526
2008,571,Botswana,.48998526
2009,571,Botswana,.47639054
2010,571,Botswana,.47639054
1969,572,Swaziland,.41961691
1970,572,Swaziland,.41961691
1971,572,Swaziland,.41961691
1972,572,Swaziland,.41961691
1973,572,Swaziland,.41961691
1974,572,Swaziland,.49566168
1975,572,Swaziland,.49566168
1976,572,Swaziland,.49566168
1977,572,Swaziland,.49566168
1978,572,Swaziland,.49566168
1979,572,Swaziland,.49566168
1980,572,Swaziland,.49566168
1981,572,Swaziland,.49566168
1982,572,Swaziland,.49566168
1983,572,Swaziland,.49566168
1984,572,Swaziland,.49566168
1985,572,Swaziland,.49566168
1986,572,Swaziland,.49566168
1987,572,Swaziland,.49566168
1988,572,Swaziland,.49566168
1989,572,Swaziland,.49566168
1990,572,Swaziland,.49566168
1991,572,Swaziland,.49566168
1992,572,Swaziland,.49566168
1993,572,Swaziland,.49566168
1994,572,Swaziland,.49566168
1995,572,Swaziland,.49566168
1996,572,Swaziland,.49566168
1997,572,Swaziland,.49566168
1998,572,Swaziland,.49566168
1999,572,Swaziland,.49566168
2000,572,Swaziland,.49566168
2001,572,Swaziland,.49566168
2002,572,Swaziland,.49566168
2003,572,Swaziland,.49566168
2004,572,Swaziland,.49566168
2005,572,Swaziland,.49566168
2006,572,Swaziland,.49566168
2007,572,Swaziland,.49566168
2008,572,Swaziland,.49566168
2009,572,Swaziland,.49566168
2010,572,Swaziland,.49566168
1961,580,Madagascar,0
1962,580,Madagascar,0
1963,580,Madagascar,0
1964,580,Madagascar,0
1965,580,Madagascar,0
1966,580,Madagascar,0
1967,580,Madagascar,0
1968,580,Madagascar,0
1969,580,Madagascar,0
1970,580,Madagascar,.16828956
1971,580,Madagascar,.48890957
1972,580,Madagascar,.65780306
1973,580,Madagascar,0
1974,580,Madagascar,0
1975,580,Madagascar,0
1976,580,Madagascar,.34513891
1977,580,Madagascar,.42919856
1978,580,Madagascar,.42919856
1979,580,Madagascar,.42919856
1980,580,Madagascar,.42919856
1981,580,Madagascar,.42919856
1982,580,Madagascar,.42919856
1983,580,Madagascar,.42919856
1984,580,Madagascar,.54859251
1985,580,Madagascar,.54859251
1986,580,Madagascar,.44985849
1987,580,Madagascar,.44985849
1988,580,Madagascar,.44985849
1989,580,Madagascar,.44985849
1990,580,Madagascar,.44985849
1991,580,Madagascar,.44985849
1992,580,Madagascar,.44985849
1993,580,Madagascar,.44985849
2010,580,Madagascar,.33275777
1957,600,Morocco,.35681182
1958,600,Morocco,.35681182
1959,600,Morocco,.35681182
1960,600,Morocco,.35681182
1961,600,Morocco,.35681182
1962,600,Morocco,.35681182
1963,600,Morocco,.35681182
1964,600,Morocco,.35681182
1965,600,Morocco,.35681182
1966,600,Morocco,.35681182
1967,600,Morocco,.35681182
1968,600,Morocco,.35681182
1969,600,Morocco,.35681182
1970,600,Morocco,.35681182
1971,600,Morocco,.35681182
1972,600,Morocco,.35681182
1973,600,Morocco,.43382025
1974,600,Morocco,.43382025
1975,600,Morocco,.43382025
1976,600,Morocco,.43382025
1977,600,Morocco,.43382025
1978,600,Morocco,.43382025
1979,600,Morocco,.43382025
1980,600,Morocco,.43382025
1981,600,Morocco,.35681182
1982,600,Morocco,.35681182
1983,600,Morocco,.35681182
