year,cowcode,country,xpers
1953,40,Cuba,.43382025
1954,40,Cuba,.43382025
1955,40,Cuba,.43382025
1956,40,Cuba,.43382025
1957,40,Cuba,.52077049
1958,40,Cuba,.58450258
1959,40,Cuba,.58450258
1960,40,Cuba,.52077049
1961,40,Cuba,.52077049
1962,40,Cuba,.49399492
1963,40,Cuba,.66232759
1964,40,Cuba,.66232759
1965,40,Cuba,.66232759
1966,40,Cuba,.80163735
1967,40,Cuba,1
1968,40,Cuba,1
1969,40,Cuba,1
1970,40,Cuba,1
1971,40,Cuba,.66232759
1972,40,Cuba,.66232759
1973,40,Cuba,.66232759
1974,40,Cuba,.66232759
1975,40,Cuba,.66232759
1976,40,Cuba,.66232759
1977,40,Cuba,.66232759
1978,40,Cuba,.66232759
1979,40,Cuba,.66232759
1980,40,Cuba,.66232759
1981,40,Cuba,.66232759
1982,40,Cuba,.66232759
1983,40,Cuba,.66232759
1984,40,Cuba,.66232759
1985,40,Cuba,.66232759
1986,40,Cuba,.66232759
1987,40,Cuba,.66232759
1988,40,Cuba,.66232759
1989,40,Cuba,.66232759
1990,40,Cuba,.66232759
1991,40,Cuba,.66232759
1992,40,Cuba,.66232759
1993,40,Cuba,.66232759
1994,40,Cuba,.66232759
1995,40,Cuba,.66232759
1996,40,Cuba,.66232759
1997,40,Cuba,.66232759
1998,40,Cuba,.66232759
1999,40,Cuba,.66232759
2000,40,Cuba,.66232759
2001,40,Cuba,.66232759
2002,40,Cuba,.66232759
2003,40,Cuba,.66232759
2004,40,Cuba,.66232759
2005,40,Cuba,.66232759
2006,40,Cuba,.66232759
2007,40,Cuba,.42150977
2008,40,Cuba,.42150977
2009,40,Cuba,.42150977
2010,40,Cuba,.42150977
1946,41,Haiti,.52077049
1951,41,Haiti,.35681182
1952,41,Haiti,.35681182
1953,41,Haiti,.35681182
1954,41,Haiti,.35681182
1955,41,Haiti,.35681182
1956,41,Haiti,.35681182
1958,41,Haiti,.67398053
1959,41,Haiti,.74885744
1960,41,Haiti,.87193984
1961,41,Haiti,.87193984
1962,41,Haiti,.87193984
1963,41,Haiti,.87193984
1964,41,Haiti,.87193984
1965,41,Haiti,.87193984
1966,41,Haiti,.87193984
1967,41,Haiti,.87193984
1968,41,Haiti,.87193984
1969,41,Haiti,.87193984
1970,41,Haiti,.87193984
1971,41,Haiti,.87193984
1972,41,Haiti,.58450258
1973,41,Haiti,.58450258
1974,41,Haiti,.58450258
1975,41,Haiti,.58450258
1976,41,Haiti,.58450258
1977,41,Haiti,.58450258
1978,41,Haiti,.58450258
1979,41,Haiti,.58450258
1980,41,Haiti,.58450258
1981,41,Haiti,.58450258
1982,41,Haiti,.58450258
1983,41,Haiti,.58450258
1984,41,Haiti,.58450258
1985,41,Haiti,.58450258
1986,41,Haiti,.58450258
1987,41,Haiti,0
1988,41,Haiti,0
1989,41,Haiti,.52077049
1990,41,Haiti,.52077049
1992,41,Haiti,0
1993,41,Haiti,0
1994,41,Haiti,.16828956
2000,41,Haiti,.35681182
2001,41,Haiti,.35681182
2002,41,Haiti,.41961691
2003,41,Haiti,.41961691
2004,41,Haiti,.41961691
1946,42,Dominican Republic,.83130348
1947,42,Dominican Republic,.83130348
1948,42,Dominican Republic,1
1949,42,Dominican Republic,1
1950,42,Dominican Republic,1
1951,42,Dominican Republic,1
1952,42,Dominican Republic,1
1953,42,Dominican Republic,1
1954,42,Dominican Republic,1
1955,42,Dominican Republic,1
1956,42,Dominican Republic,1
1957,42,Dominican Republic,1
1958,42,Dominican Republic,1
1959,42,Dominican Republic,1
1960,42,Dominican Republic,1
1961,42,Dominican Republic,1
1962,42,Dominican Republic,.16828956
1964,42,Dominican Republic,0
1965,42,Dominican Republic,.24923688
1967,42,Dominican Republic,.68640751
1968,42,Dominican Republic,.68640751
1969,42,Dominican Republic,.68640751
1970,42,Dominican Republic,.68640751
1971,42,Dominican Republic,.68640751
1972,42,Dominican Republic,.76271528
1973,42,Dominican Republic,.68640751
1974,42,Dominican Republic,.68640751
1975,42,Dominican Republic,.68640751
1976,42,Dominican Republic,.68640751
1977,42,Dominican Republic,.68640751
1978,42,Dominican Republic,.68640751
1946,70,Mexico,0
1947,70,Mexico,0
1948,70,Mexico,0
1949,70,Mexico,0
1950,70,Mexico,0
1951,70,Mexico,0
1952,70,Mexico,0
1953,70,Mexico,0
1954,70,Mexico,0
1955,70,Mexico,0
1956,70,Mexico,0
1957,70,Mexico,0
1958,70,Mexico,0
1959,70,Mexico,0
1960,70,Mexico,0
1961,70,Mexico,0
1962,70,Mexico,0
1963,70,Mexico,0
1964,70,Mexico,0
1965,70,Mexico,0
1966,70,Mexico,0
1967,70,Mexico,0
1968,70,Mexico,0
1969,70,Mexico,0
1970,70,Mexico,0
1971,70,Mexico,0
1972,70,Mexico,0
1973,70,Mexico,0
1974,70,Mexico,0
1975,70,Mexico,0
1976,70,Mexico,0
1977,70,Mexico,0
1978,70,Mexico,0
1979,70,Mexico,0
1980,70,Mexico,0
1981,70,Mexico,0
1982,70,Mexico,0
1983,70,Mexico,0
1984,70,Mexico,0
1985,70,Mexico,0
1986,70,Mexico,0
1987,70,Mexico,0
1988,70,Mexico,0
1989,70,Mexico,0
1990,70,Mexico,0
1991,70,Mexico,0
1992,70,Mexico,0
1993,70,Mexico,0
1994,70,Mexico,0
1995,70,Mexico,0
1996,70,Mexico,0
1997,70,Mexico,0
1998,70,Mexico,0
1999,70,Mexico,0
2000,70,Mexico,0
1955,90,Guatemala,.39755204
1956,90,Guatemala,.46906376
1957,90,Guatemala,.46906376
1958,90,Guatemala,0
1959,90,Guatemala,.33389109
1960,90,Guatemala,.39755204
1961,90,Guatemala,.48440033
1962,90,Guatemala,.48440033
1963,90,Guatemala,.48440033
1964,90,Guatemala,0
1965,90,Guatemala,.16828956
1966,90,Guatemala,.25924563
1967,90,Guatemala,0
1968,90,Guatemala,0
1969,90,Guatemala,0
1970,90,Guatemala,0
1971,90,Guatemala,0
1972,90,Guatemala,0
1973,90,Guatemala,0
1974,90,Guatemala,0
1975,90,Guatemala,0
1976,90,Guatemala,0
1977,90,Guatemala,0
1978,90,Guatemala,0
1979,90,Guatemala,.24796054
1980,90,Guatemala,.24796054
1981,90,Guatemala,.24796054
1982,90,Guatemala,.24796054
1983,90,Guatemala,.34513891
1984,90,Guatemala,0
1985,90,Guatemala,0
1986,90,Guatemala,0
1987,90,Guatemala,0
1988,90,Guatemala,0
1989,90,Guatemala,0
1990,90,Guatemala,0
1991,90,Guatemala,0
1992,90,Guatemala,0
1993,90,Guatemala,0
1994,90,Guatemala,0
1995,90,Guatemala,0
1946,91,Honduras,.65780306
1947,91,Honduras,.65780306
1948,91,Honduras,.65780306
1949,91,Honduras,.13625468
1950,91,Honduras,.13625468
1951,91,Honduras,.13625468
1952,91,Honduras,.13625468
1953,91,Honduras,.13625468
1954,91,Honduras,.13625468
1955,91,Honduras,.33389109
1956,91,Honduras,.56739014
1964,91,Honduras,0
1965,91,Honduras,0
1966,91,Honduras,0
1967,91,Honduras,0
1968,91,Honduras,0
1969,91,Honduras,0
1970,91,Honduras,0
1971,91,Honduras,0
1973,91,Honduras,0
1974,91,Honduras,0
1975,91,Honduras,0
1976,91,Honduras,0
1977,91,Honduras,0
1978,91,Honduras,0
1979,91,Honduras,0
1980,91,Honduras,0
1981,91,Honduras,0
1946,92,El Salvador,0
1947,92,El Salvador,0
1948,92,El Salvador,0
1949,92,El Salvador,.25147712
1950,92,El Salvador,0
1951,92,El Salvador,.27489683
1952,92,El Salvador,.27489683
1953,92,El Salvador,.27489683
1954,92,El Salvador,.27489683
1955,92,El Salvador,.27489683
1956,92,El Salvador,.27489683
1957,92,El Salvador,.18697317
1958,92,El Salvador,.18697317
1959,92,El Salvador,.18697317
1960,92,El Salvador,.18697317
1961,92,El Salvador,0
1962,92,El Salvador,.36798307
1963,92,El Salvador,.27489683
1964,92,El Salvador,.27489683
1965,92,El Salvador,.27489683
1966,92,El Salvador,.27489683
1967,92,El Salvador,.27489683
1968,92,El Salvador,.18697317
1969,92,El Salvador,.18697317
1970,92,El Salvador,.18697317
1971,92,El Salvador,.18697317
1972,92,El Salvador,.18697317
1973,92,El Salvador,.18697317
1974,92,El Salvador,.18697317
1975,92,El Salvador,.18697317
1976,92,El Salvador,.18697317
1977,92,El Salvador,.18697317
1978,92,El Salvador,.18697317
1979,92,El Salvador,.18697317
1980,92,El Salvador,.13625468
1981,92,El Salvador,.25147712
1982,92,El Salvador,.25147712
1983,92,El Salvador,0
1984,92,El Salvador,0
1985,92,El Salvador,0
1986,92,El Salvador,0
1987,92,El Salvador,0
1988,92,El Salvador,0
1989,92,El Salvador,0
1990,92,El Salvador,0
1991,92,El Salvador,0
1992,92,El Salvador,0
1993,92,El Salvador,0
1994,92,El Salvador,0
1946,93,Nicaragua,.74885744
1947,93,Nicaragua,.74885744
1948,93,Nicaragua,.74885744
1949,93,Nicaragua,.74885744
1950,93,Nicaragua,.74885744
1951,93,Nicaragua,.74885744
1952,93,Nicaragua,.74885744
1953,93,Nicaragua,.74885744
1954,93,Nicaragua,.74885744
1955,93,Nicaragua,.74885744
1956,93,Nicaragua,.74885744
1957,93,Nicaragua,.43382025
1958,93,Nicaragua,.43382025
1959,93,Nicaragua,.43382025
1960,93,Nicaragua,.43382025
1961,93,Nicaragua,.43382025
1962,93,Nicaragua,.43382025
1963,93,Nicaragua,.43382025
1964,93,Nicaragua,.43382025
1965,93,Nicaragua,.43382025
1966,93,Nicaragua,.43382025
1967,93,Nicaragua,.43382025
1968,93,Nicaragua,.49566168
1969,93,Nicaragua,.49566168
1970,93,Nicaragua,.49566168
1971,93,Nicaragua,.49566168
1972,93,Nicaragua,.49566168
1973,93,Nicaragua,.49566168
1974,93,Nicaragua,.49566168
1975,93,Nicaragua,.49566168
1976,93,Nicaragua,.49566168
1977,93,Nicaragua,.87193984
1978,93,Nicaragua,.87193984
1979,93,Nicaragua,.87193984
1980,93,Nicaragua,.34513891
1981,93,Nicaragua,.34513891
1982,93,Nicaragua,.34513891
1983,93,Nicaragua,.34513891
1984,93,Nicaragua,.34513891
1985,93,Nicaragua,.34513891
1986,93,Nicaragua,.34513891
1987,93,Nicaragua,.34513891
1988,93,Nicaragua,.34513891
1989,93,Nicaragua,.34513891
1990,93,Nicaragua,.34513891
1949,94,Costa Rica,.31878942
1950,95,Panama,.49566168
1951,95,Panama,.49566168
1954,95,Panama,.33389109
1955,95,Panama,.33389109
1969,95,Panama,0
1970,95,Panama,0
1971,95,Panama,0
1972,95,Panama,0
1973,95,Panama,.24923688
1974,95,Panama,.24923688
1975,95,Panama,.24923688
1976,95,Panama,.24923688
1977,95,Panama,.24923688
1978,95,Panama,.24923688
1979,95,Panama,.40719575
1980,95,Panama,.40719575
1981,95,Panama,.40719575
1982,95,Panama,0
1983,95,Panama,0
1984,95,Panama,.49566168
1985,95,Panama,.49566168
1986,95,Panama,.49566168
1987,95,Panama,.49566168
1988,95,Panama,.49566168
1989,95,Panama,.49566168
1950,100,Colombia,0
1951,100,Colombia,0
1952,100,Colombia,.13625468
1953,100,Colombia,.13625468
1954,100,Colombia,.11412159
1955,100,Colombia,.11412159
1956,100,Colombia,.11412159
1957,100,Colombia,.11412159
1958,100,Colombia,0
1949,101,Venezuela,0
1950,101,Venezuela,0
1951,101,Venezuela,.52077049
1952,101,Venezuela,.52077049
1953,101,Venezuela,.59461099
1954,101,Venezuela,.59461099
1955,101,Venezuela,.59461099
1956,101,Venezuela,.59461099
1957,101,Venezuela,.59461099
1958,101,Venezuela,.59461099
2006,101,Venezuela,.74885744
2007,101,Venezuela,.74885744
2008,101,Venezuela,.74885744
2009,101,Venezuela,.74885744
2010,101,Venezuela,.74885744
1946,130,Ecuador,.24923688
1947,130,Ecuador,.24923688
1964,130,Ecuador,0
1965,130,Ecuador,0
1966,130,Ecuador,0
1971,130,Ecuador,.24923688
1972,130,Ecuador,.34513891
1973,130,Ecuador,0
1974,130,Ecuador,0
1975,130,Ecuador,0
1976,130,Ecuador,0
1977,130,Ecuador,0
1978,130,Ecuador,0
1979,130,Ecuador,0
1949,135,Peru,.42258447
1950,135,Peru,.42258447
1951,135,Peru,.49399492
1952,135,Peru,.49399492
1953,135,Peru,.49399492
1954,135,Peru,.49399492
1955,135,Peru,.49399492
1956,135,Peru,.49399492
1963,135,Peru,0
1969,135,Peru,0
1970,135,Peru,0
1971,135,Peru,0
1972,135,Peru,0
1973,135,Peru,0
1974,135,Peru,0
1975,135,Peru,0
1976,135,Peru,0
1977,135,Peru,0
1978,135,Peru,0
1979,135,Peru,0
1980,135,Peru,0
1993,135,Peru,.43382025
1994,135,Peru,.43382025
1995,135,Peru,.49566168
1996,135,Peru,.49566168
1997,135,Peru,.49566168
1998,135,Peru,.49566168
1999,135,Peru,.49566168
2000,135,Peru,.49566168
1965,140,Brazil,0
1966,140,Brazil,.4004178
1967,140,Brazil,.4004178
1968,140,Brazil,.32676023
1969,140,Brazil,.32676023
1970,140,Brazil,.32676023
1971,140,Brazil,.32676023
1972,140,Brazil,.32676023
1973,140,Brazil,.32676023
1974,140,Brazil,.32676023
1975,140,Brazil,.32676023
1976,140,Brazil,.32676023
1977,140,Brazil,.32676023
1978,140,Brazil,.32676023
1979,140,Brazil,.18697317
1980,140,Brazil,.18697317
1981,140,Brazil,.18697317
1982,140,Brazil,.18697317
1983,140,Brazil,.18697317
1984,140,Brazil,.18697317
1985,140,Brazil,.18697317
1946,145,Bolivia,0
1947,145,Bolivia,.15219994
1948,145,Bolivia,0
1949,145,Bolivia,0
1950,145,Bolivia,0
1951,145,Bolivia,0
1952,145,Bolivia,0
1953,145,Bolivia,.13625468
1954,145,Bolivia,.13625468
1955,145,Bolivia,.13625468
1956,145,Bolivia,.13625468
1957,145,Bolivia,.13625468
1958,145,Bolivia,.13625468
1959,145,Bolivia,.13625468
1960,145,Bolivia,.13625468
1961,145,Bolivia,.13625468
1962,145,Bolivia,.13625468
1963,145,Bolivia,.13625468
1964,145,Bolivia,.13625468
1965,145,Bolivia,.24923688
1966,145,Bolivia,.32899925
1967,145,Bolivia,.32899925
1968,145,Bolivia,.32899925
1969,145,Bolivia,.32899925
1970,145,Bolivia,0
1971,145,Bolivia,0
1972,145,Bolivia,0
1973,145,Bolivia,0
1974,145,Bolivia,.42258447
1975,145,Bolivia,.42258447
1976,145,Bolivia,.42258447
1977,145,Bolivia,.42258447
1978,145,Bolivia,.42258447
1979,145,Bolivia,0
1981,145,Bolivia,0
1982,145,Bolivia,0
1946,150,Paraguay,.24923688
1947,150,Paraguay,.24923688
1948,150,Paraguay,.52077049
1949,150,Paraguay,.27208188
1950,150,Paraguay,0
1951,150,Paraguay,0
1952,150,Paraguay,0
1953,150,Paraguay,0
1954,150,Paraguay,0
1955,150,Paraguay,.13625468
1956,150,Paraguay,.3587645
1957,150,Paraguay,.52077049
1958,150,Paraguay,.52077049
1959,150,Paraguay,.52077049
1960,150,Paraguay,.58450258
1961,150,Paraguay,.58450258
1962,150,Paraguay,.58450258
1963,150,Paraguay,.58450258
1964,150,Paraguay,.58450258
1965,150,Paraguay,.58450258
1966,150,Paraguay,.58450258
1967,150,Paraguay,.87193984
1968,150,Paraguay,.87193984
1969,150,Paraguay,.87193984
1970,150,Paraguay,.87193984
1971,150,Paraguay,.87193984
1972,150,Paraguay,.87193984
1973,150,Paraguay,.87193984
1974,150,Paraguay,.87193984
1975,150,Paraguay,.87193984
1976,150,Paraguay,.87193984
1977,150,Paraguay,.87193984
1978,150,Paraguay,.87193984
1979,150,Paraguay,.87193984
1980,150,Paraguay,.87193984
1981,150,Paraguay,.87193984
1982,150,Paraguay,.87193984
1983,150,Paraguay,.70924431
1984,150,Paraguay,.70924431
1985,150,Paraguay,.58450258
1986,150,Paraguay,.58450258
1987,150,Paraguay,.58450258
1988,150,Paraguay,.87193984
1989,150,Paraguay,.87193984
1990,150,Paraguay,.33389109
1991,150,Paraguay,.33389109
1992,150,Paraguay,.33389109
1993,150,Paraguay,.33389109
1974,155,Chile,.42258447
1975,155,Chile,.52077049
1976,155,Chile,.52077049
1977,155,Chile,.52077049
1978,155,Chile,.52077049
1979,155,Chile,.52077049
1980,155,Chile,.52077049
1981,155,Chile,.52077049
1982,155,Chile,.52077049
1983,155,Chile,.52077049
1984,155,Chile,.52077049
1985,155,Chile,.52077049
1986,155,Chile,.52077049
1987,155,Chile,.52077049
1988,155,Chile,.52077049
1989,155,Chile,.52077049
1946,160,Argentina,0
1952,160,Argentina,.76122361
1953,160,Argentina,.76122361
1954,160,Argentina,.76122361
1955,160,Argentina,.76122361
1956,160,Argentina,.22116891
1957,160,Argentina,.22116891
1958,160,Argentina,.22116891
1959,160,Argentina,.11412159
1960,160,Argentina,.22116891
1961,160,Argentina,.22116891
1962,160,Argentina,.11412159
1963,160,Argentina,.22116891
1964,160,Argentina,.22116891
1965,160,Argentina,.22116891
1966,160,Argentina,.11412159
1967,160,Argentina,.41961691
1968,160,Argentina,.41961691
1969,160,Argentina,.41961691
1970,160,Argentina,.41961691
1971,160,Argentina,.11412159
1972,160,Argentina,.11412159
1973,160,Argentina,.11412159
1977,160,Argentina,0
1978,160,Argentina,0
1979,160,Argentina,0
1980,160,Argentina,0
1981,160,Argentina,0
1982,160,Argentina,0
1983,160,Argentina,0
1974,165,Uruguay,0
1975,165,Uruguay,0
1976,165,Uruguay,.15219994
1977,165,Uruguay,.15219994
1978,165,Uruguay,.15219994
1979,165,Uruguay,.15219994
1980,165,Uruguay,0
1981,165,Uruguay,0
1982,165,Uruguay,0
1983,165,Uruguay,0
1984,165,Uruguay,0
1946,230,Spain,.64521384
1947,230,Spain,.64521384
1948,230,Spain,.64521384
1949,230,Spain,.64521384
1950,230,Spain,.64521384
1951,230,Spain,.64521384
1952,230,Spain,.64521384
1953,230,Spain,.64521384
1954,230,Spain,.64521384
1955,230,Spain,.64521384
1956,230,Spain,.64521384
1957,230,Spain,.64521384
1958,230,Spain,.64521384
1959,230,Spain,.64521384
1960,230,Spain,.64521384
1961,230,Spain,.64521384
1962,230,Spain,.64521384
1963,230,Spain,.64521384
1964,230,Spain,.64521384
1965,230,Spain,.64521384
1966,230,Spain,.64521384
1967,230,Spain,.64521384
1968,230,Spain,.64521384
1969,230,Spain,.76271528
1970,230,Spain,.76271528
1971,230,Spain,.76271528
1972,230,Spain,.76271528
1973,230,Spain,.76271528
1974,230,Spain,.76271528
1975,230,Spain,.76271528
1976,230,Spain,.19644429
1946,235,Portugal,.68640751
1947,235,Portugal,.68640751
1948,235,Portugal,.68640751
1949,235,Portugal,.68640751
1950,235,Portugal,.68640751
1951,235,Portugal,.68640751
1952,235,Portugal,.68640751
1953,235,Portugal,.68640751
1954,235,Portugal,.68640751
1955,235,Portugal,.68640751
1956,235,Portugal,.68640751
1957,235,Portugal,.68640751
1958,235,Portugal,.68640751
1959,235,Portugal,.68640751
1960,235,Portugal,.68640751
1961,235,Portugal,.68640751
1962,235,Portugal,.68640751
1963,235,Portugal,.68640751
1964,235,Portugal,.68640751
1965,235,Portugal,.68640751
1966,235,Portugal,.68640751
1967,235,Portugal,.68640751
1968,235,Portugal,.68640751
1969,235,Portugal,.37078485
1970,235,Portugal,.48998526
1971,235,Portugal,.48998526
1972,235,Portugal,.48998526
1973,235,Portugal,.48998526
1974,235,Portugal,.48998526
1950,265,Germany East,0
1951,265,Germany East,0
1952,265,Germany East,0
1953,265,Germany East,0
1954,265,East Germany,.48998526
1955,265,East Germany,.37078485
1956,265,East Germany,.37078485
1957,265,East Germany,.37996772
1958,265,East Germany,.37996772
1959,265,East Germany,.66115373
1960,265,East Germany,.66115373
1961,265,East Germany,.53456527
1962,265,East Germany,.25147712
1963,265,East Germany,.25147712
1964,265,East Germany,.25147712
1965,265,East Germany,.25147712
1966,265,East Germany,.25147712
1967,265,East Germany,.25147712
1968,265,East Germany,.25147712
1969,265,East Germany,.25147712
1970,265,East Germany,.25147712
1971,265,East Germany,.25147712
1972,265,East Germany,0
1973,265,East Germany,0
1974,265,East Germany,0
1975,265,East Germany,0
1976,265,East Germany,0
1977,265,East Germany,0
1978,265,East Germany,0
1979,265,East Germany,0
1980,265,East Germany,0
1981,265,East Germany,0
1982,265,East Germany,0
1983,265,East Germany,0
1984,265,East Germany,0
1985,265,East Germany,0
1986,265,East Germany,0
1987,265,East Germany,0
1988,265,East Germany,0
1989,265,East Germany,0
1990,265,Germany East,0
1946,290,Poland,.25147712
1947,290,Poland,.25147712
1948,290,Poland,.25147712
1949,290,Poland,.18697317
1950,290,Poland,.18697317
1951,290,Poland,.18697317
1952,290,Poland,.18697317
1953,290,Poland,.18697317
1954,290,Poland,0
1955,290,Poland,0
1956,290,Poland,0
1957,290,Poland,0
1958,290,Poland,0
1959,290,Poland,0
1960,290,Poland,.48998526
1961,290,Poland,.48998526
1962,290,Poland,.48998526
1963,290,Poland,.48998526
1964,290,Poland,.48998526
1965,290,Poland,.48998526
1966,290,Poland,.48998526
1967,290,Poland,.48998526
1968,290,Poland,.13625468
1969,290,Poland,.13625468
1970,290,Poland,0
1971,290,Poland,0
1972,290,Poland,.19644429
1973,290,Poland,.19644429
1974,290,Poland,0
1975,290,Poland,0
1976,290,Poland,0
1977,290,Poland,0
1978,290,Poland,0
1979,290,Poland,0
1980,290,Poland,0
1981,290,Poland,0
1982,290,Poland,.18697317
1983,290,Poland,.32676023
1984,290,Poland,.32676023
1985,290,Poland,.32676023
1986,290,Poland,.67398053
1987,290,Poland,.67398053
1988,290,Poland,.67398053
1989,290,Poland,.67398053
1948,310,Hungary,.44738188
1949,310,Hungary,.53456527
1950,310,Hungary,.5923776
1951,310,Hungary,.5923776
1952,310,Hungary,.5923776
1953,310,Hungary,.5923776
1954,310,Hungary,.35681182
1955,310,Hungary,.35681182
1956,310,Hungary,.35681182
1957,310,Hungary,.48440033
1958,310,Hungary,.33389109
1959,310,Hungary,.24923688
1960,310,Hungary,.24923688
1961,310,Hungary,.24923688
1962,310,Hungary,.24923688
1963,310,Hungary,.24923688
1964,310,Hungary,.24923688
1965,310,Hungary,.24923688
1966,310,Hungary,.24923688
1967,310,Hungary,.24923688
1968,310,Hungary,.24923688
1969,310,Hungary,.24923688
1970,310,Hungary,.24923688
1971,310,Hungary,.24923688
1972,310,Hungary,.24923688
1973,310,Hungary,.24923688
1974,310,Hungary,.24923688
1975,310,Hungary,.24923688
1976,310,Hungary,.24923688
1977,310,Hungary,.24923688
1978,310,Hungary,.24923688
1979,310,Hungary,.24923688
1980,310,Hungary,.24923688
1981,310,Hungary,.24923688
1982,310,Hungary,.24923688
1983,310,Hungary,.24923688
1984,310,Hungary,.24923688
1985,310,Hungary,.24923688
1986,310,Hungary,.24923688
1987,310,Hungary,.24923688
1988,310,Hungary,.24923688
1989,310,Hungary,.24923688
1990,310,Hungary,.24923688
1949,315,Czechoslovakia,.53456527
1950,315,Czechoslovakia,.66115373
1951,315,Czechoslovakia,.66115373
1952,315,Czechoslovakia,.66115373
1953,315,Czechoslovakia,.66115373
1954,315,Czechoslovakia,.13625468
1955,315,Czechoslovakia,.13625468
1956,315,Czechoslovakia,0
1957,315,Czechoslovakia,0
1958,315,Czechoslovakia,0
1959,315,Czechoslovakia,0
1960,315,Czechoslovakia,0
1961,315,Czechoslovakia,0
1962,315,Czechoslovakia,0
1963,315,Czechoslovakia,0
1964,315,Czechoslovakia,0
1965,315,Czechoslovakia,0
1966,315,Czechoslovakia,0
1967,315,Czechoslovakia,0
1968,315,Czechoslovakia,0
1969,315,Czechoslovakia,.25147712
1970,315,Czechoslovakia,.25147712
1971,315,Czechoslovakia,.25147712
1972,315,Czechoslovakia,.13625468
1973,315,Czechoslovakia,.13625468
1974,315,Czechoslovakia,.13625468
1975,315,Czechoslovakia,.13625468
1976,315,Czechoslovakia,0
1977,315,Czechoslovakia,0
1978,315,Czechoslovakia,0
1979,315,Czechoslovakia,0
1980,315,Czechoslovakia,0
1981,315,Czechoslovakia,0
1982,315,Czechoslovakia,0
1983,315,Czechoslovakia,0
1984,315,Czechoslovakia,0
1985,315,Czechoslovakia,0
1986,315,Czechoslovakia,0
1987,315,Czechoslovakia,0
1988,315,Czechoslovakia,0
1989,315,Czechoslovakia,0
1946,339,Albania,.13625468
1947,339,Albania,.13625468
1948,339,Albania,.13625468
1949,339,Albania,.78157246
1950,339,Albania,.78157246
1951,339,Albania,.78157246
1952,339,Albania,.78157246
1953,339,Albania,.78157246
1954,339,Albania,.78157246
1955,339,Albania,.64589882
1956,339,Albania,.64589882
1957,339,Albania,.78157246
1958,339,Albania,.78157246
1959,339,Albania,.78157246
1960,339,Albania,.64589882
1961,339,Albania,.78157246
1962,339,Albania,.78157246
1963,339,Albania,.78157246
1964,339,Albania,.78157246
1965,339,Albania,.78157246
1966,339,Albania,.78157246
1967,339,Albania,.78157246
1968,339,Albania,.78157246
1969,339,Albania,.78157246
1970,339,Albania,.78157246
1971,339,Albania,.78157246
1972,339,Albania,.64589882
1973,339,Albania,.64589882
1974,339,Albania,.64589882
1975,339,Albania,.64589882
1976,339,Albania,.64589882
1977,339,Albania,.64589882
1978,339,Albania,.78157246
1979,339,Albania,.78157246
1980,339,Albania,.78157246
1981,339,Albania,.78157246
1982,339,Albania,.78157246
1983,339,Albania,.78157246
1984,339,Albania,.78157246
1985,339,Albania,.78157246
1986,339,Albania,.13625468
1987,339,Albania,.13625468
1988,339,Albania,.13625468
1989,339,Albania,.13625468
1990,339,Albania,.13625468
1991,339,Albania,.13625468
1946,345,Yugoslavia,.59037942
1947,345,Yugoslavia,.59037942
1948,345,Yugoslavia,.59037942
1949,345,Yugoslavia,.47827995
1950,345,Yugoslavia,.47827995
1951,345,Yugoslavia,.47827995
1952,345,Yugoslavia,.47827995
1953,345,Yugoslavia,.47827995
1954,345,Yugoslavia,.19644429
1955,345,Yugoslavia,.19644429
1956,345,Yugoslavia,.19644429
1957,345,Yugoslavia,.19644429
1958,345,Yugoslavia,.19644429
1959,345,Yugoslavia,.19644429
1960,345,Yugoslavia,.19644429
1961,345,Yugoslavia,.19644429
1962,345,Yugoslavia,.19644429
1963,345,Yugoslavia,.19644429
1964,345,Yugoslavia,.19644429
1965,345,Yugoslavia,.19644429
1966,345,Yugoslavia,.19644429
1967,345,Yugoslavia,.19644429
1968,345,Yugoslavia,.19644429
1969,345,Yugoslavia,.19644429
1970,345,Yugoslavia,.19644429
1971,345,Yugoslavia,.19644429
1972,345,Yugoslavia,.19644429
1973,345,Yugoslavia,.19644429
1974,345,Yugoslavia,.19644429
1975,345,Yugoslavia,.19644429
1976,345,Yugoslavia,.19644429
1977,345,Yugoslavia,.19644429
1978,345,Yugoslavia,.19644429
1979,345,Yugoslavia,.19644429
1980,345,Yugoslavia,0
1981,345,Yugoslavia,0
1982,345,Yugoslavia,0
1983,345,Yugoslavia,0
1984,345,Yugoslavia,0
1985,345,Yugoslavia,0
1986,345,Yugoslavia,0
1987,345,Yugoslavia,0
1988,345,Yugoslavia,0
1989,345,Yugoslavia,0
1990,345,Yugoslavia,0
1992,345,Yugoslavia,.35681182
1993,345,Yugoslavia,.55334604
1994,345,Yugoslavia,.55334604
1995,345,Yugoslavia,.55334604
1996,345,Yugoslavia,.74885744
1997,345,Yugoslavia,.74885744
1998,345,Yugoslavia,.74885744
1999,345,Yugoslavia,.74885744
2000,345,Yugoslavia,.74885744
1968,350,Greece,.13625468
1969,350,Greece,.25147712
1970,350,Greece,.13625468
1971,350,Greece,.13625468
1972,350,Greece,.13625468
1973,350,Greece,.13625468
1974,350,Greece,.13625468
1946,355,Bulgaria,.49187985
1947,355,Bulgaria,.49187985
1948,355,Bulgaria,.66115373
1949,355,Bulgaria,.66115373
1950,355,Bulgaria,.66115373
1951,355,Bulgaria,.66115373
1952,355,Bulgaria,.66115373
